Q4775895,Q249176,Q2608576,Q266444,P54,P159,P131
Q1267336,Q37156,Q7668816,Q975653,P287,P169,P20
Q4035454,Q403428,Q54073,Q54076,P159,P131,P47
Q2904017,Q2909469,Q201325,Q169310,P40,P937,P131
Q7863527,Q170790,Q395,Q3968,P106,P425,P527
Q6778414,Q520549,Q1069,Q83296,P106,P425,P2578
Q16012966,Q30,Q48525,Q228389,P27,P208,P2813
Q2902321,Q1778769,Q501043,Q809580,P931,P131,P36
Q12063497,Q3719,Q308439,Q61,P360,P126,P159
Q1327235,Q155,Q182500,Q597,P17,P463,P159
Q4880837,Q676769,Q1158477,Q594279,P179,P735,P460
Q5472407,Q30,Q42537,Q23444,P495,P163,P462
Q1792422,Q20,Q7184,Q877399,P17,P463,P92
Q162340,Q130191,Q30974,Q1110688,P19,P190,P47
Q4824967,Q5375,Q21,Q47967,P641,P495,P150
Q17008710,Q16,Q884,Q1378312,P27,P530,P2853
Q115225,Q472998,Q879883,Q673335,P19,P131,P150
Q1381967,Q2543385,Q495239,Q2374507,P19,P131,P36
Q16993348,Q155909,Q205895,Q11081619,P171,P2974,P460
Q5111753,Q16274785,Q8229,Q41670,P735,P282,P144
Q602635,Q857830,Q1725705,Q643569,P47,P131,P150
Q940199,Q488874,Q262708,Q582121,P127,P47,P36
Q4952528,Q630307,Q263403,Q182653,P1344,P155,P3450
Q746347,Q516862,Q35409,Q36602,P171,P105,P361
Q5685062,Q6299296,Q52535,Q54886,P161,P19,P190
Q29097308,Q847,Q21,Q48006,P641,P495,P150
Q16012509,Q1778168,Q4801582,Q2817,P735,P460,P1750
Q25036012,Q819,Q58323,Q323681,P17,P6,P69
Q26001327,Q1351430,Q190933,Q1741,P50,P1066,P19
Q16066449,Q191163,Q2595720,Q742333,P136,P361,P527
Q3294927,Q746592,Q3550203,Q1473,P69,P527,P131
Q5742488,Q2430520,Q13990,Q607138,P19,P131,P163
Q21997621,Q32521,Q206171,Q334480,P127,P361,P488
Q1978311,Q183,Q48160,Q23445,P17,P163,P462
Q2067540,Q2036012,Q2507146,Q156752,P54,P115,P131
Q12021004,Q662985,Q6723,Q2583609,P131,P421,P460
Q466332,Q18042461,Q490500,Q8752,P735,P460,P407
Q7227495,Q142,Q1016,Q45861,P17,P530,P85
Q3302600,Q16279235,Q8229,Q41670,P735,P282,P144
Q10382535,Q2736,Q253414,Q311250,P641,P3719,P488
Q4604508,Q334,Q5642345,Q738236,P17,P35,P69
Q6208924,Q7289365,Q173,Q492888,P19,P131,P150
Q3832053,Q18117618,Q9063,Q266063,P735,P407,P1018
Q4822863,Q17182219,Q1362411,Q349,P54,P118,P452
Q16729691,Q49116,Q925988,Q1898521,P69,P112,P19
Q15512622,Q145707,Q30198,Q166735,P171,P2974,P1889
Q2829593,Q214917,Q25379,Q7777570,P106,P425,P366
Q24052668,Q160302,Q590631,Q84,P69,P463,P159
Q214797,Q632842,Q16276296,Q21200,P735,P460,P407
Q281809,Q5198799,Q1094218,Q2719,P161,P735,P1750
Q2504463,Q30,Q702,Q19921375,P17,P47,P35
Q933889,Q756665,Q655156,Q27541,P131,P47,P36
Q747912,Q1892408,Q1797561,Q8229,P161,P734,P282
Q28163693,Q169303,Q13650874,Q1904,P50,P20,P131
Q7696790,Q201788,Q50675,Q309,P106,P425,P361
Q4996958,Q7373571,Q7540001,Q43445,P22,P40,P21
Q1651414,Q208492,Q35409,Q36602,P171,P105,P361
Q5611817,Q99,Q156374,Q2565455,P131,P150,P36
Q882184,Q3372820,Q37320,Q190897,P119,P131,P190
Q5791615,Q174010,Q180078,Q1289717,P131,P36,P361
Q6542149,Q506975,Q1025149,Q2448371,P131,P36,P47
Q7603303,Q17064597,Q167715,Q1538311,P127,P159,P1376
Q1161518,Q16872020,Q8229,Q3772237,P734,P282,P2184
Q4735679,Q506506,Q507308,Q577351,P131,P47,P36
Q7737926,Q2451348,Q7758274,Q4875733,P50,P800,P156
Q14939810,Q624798,Q422404,Q9682,P137,P749,P1037
Q15916442,Q1273515,Q1009255,Q8229,P161,P735,P282
Q6331088,Q187805,Q16214791,Q49118,P1408,P6,P69
Q7678164,Q1257716,Q5287,Q3547069,P735,P407,P134
Q373825,Q79362,Q5385,Q3134980,P19,P421,P460
Q2484851,Q79474,Q108856,Q302918,P19,P131,P47
Q20899481,Q843,Q1043527,Q320863,P495,P463,P361
Q7589111,Q771,Q49149,Q5390,P131,P150,P421
Q7758210,Q357179,Q20002146,Q16869816,P175,P735,P1533
Q2139271,Q224,Q19801186,Q19810371,P17,P47,P35
Q16009719,Q82955,Q7163,Q1711347,P106,P425,P527
Q16931916,Q30,Q816,Q5300433,P17,P150,P6
Q413465,Q629,Q159636,Q60887,P527,P61,P737
Q2884310,Q2102316,Q2508,Q118,P735,P1750,P361
Q8027712,Q1999653,Q1973618,Q189541,P54,P115,P131
Q5130102,Q6758232,Q2037863,Q1345,P197,P127,P131
Q11655334,Q869251,Q26600,Q1206659,P137,P740,P150
Q4907248,Q1261,Q312149,Q651793,P131,P150,P36
Q4980129,Q3894860,Q8229,Q41670,P735,P282,P144
Q345339,Q1145203,Q942452,Q1900156,P131,P47,P150
Q18580062,Q18057751,Q16275316,Q37166968,P735,P460,P1533
Q4979927,Q1381659,Q1635110,Q23154,P735,P1889,P840
Q14950231,Q337377,Q849784,Q7756163,P54,P115,P84
Q704284,Q169999,Q188,Q1664834,P3279,P1412,P1018
Q337872,Q4821429,Q770041,Q26862720,P40,P735,P460
Q7418631,Q49088,Q5002628,Q271517,P108,P527,P138
Q5827848,Q174010,Q180078,Q1663,P131,P36,P190
Q7909152,Q1158446,Q1860,Q178435,P734,P407,P4132
Q14079125,Q82617,Q2527793,Q1983062,P361,P1811,P360
Q2920214,Q2570492,Q2305374,Q2889834,P47,P131,P150
Q7420835,Q734416,Q9727,Q9731,P131,P190,P47
Q6936213,Q668,Q56106,Q2774,P17,P832,P837
Q461103,Q716351,Q637105,Q1432228,P20,P47,P150
Q1001891,Q390141,Q502592,Q390117,P131,P47,P150
Q28054313,Q1581,Q1612,Q61370,P131,P47,P150
Q5592028,Q61,Q752460,Q96,P131,P190,P17
Q428180,Q25286,Q57076,Q50615,P20,P190,P131
Q910933,Q23276,Q161885,Q2739604,P20,P17,P194
Q7707392,Q30,Q130018,Q208126,P17,P610,P361
Q1712378,Q3517661,Q1904,Q2023,P166,P131,P47
Q6488855,Q1132588,Q1400,Q24460,P20,P131,P361
Q7155396,Q3616,Q542074,Q6627742,P20,P6,P39
Q16224826,Q1423817,Q8229,Q3772237,P735,P282,P2184
Q6397350,Q866311,Q113892,Q493236,P19,P131,P47
Q19872467,Q341134,Q340166,Q686577,P449,P1365,P463
Q7279193,Q156291,Q494104,Q1133320,P131,P47,P36
Q3507821,Q158078,Q215539,Q335006,P86,P69,P1037
Q5555335,Q3761,Q7081731,Q25047870,P159,P150,P131
Q124850,Q989320,Q9063,Q258,P735,P407,P17
Q16016272,Q4925477,Q15733003,Q9309,P735,P460,P407
Q24196057,Q100,Q311975,Q6574,P131,P138,P421
Q1722126,Q189,Q41550,Q7072444,P17,P463,P355
Q3848333,Q667631,Q117759,Q42603,P708,P417,P106
Q374963,Q374807,Q2713431,Q34740,P735,P1889,P105
Q11695785,Q148,Q184,Q18109066,P17,P530,P78
Q435990,Q313427,Q747809,Q51779,P22,P26,P3373
Q16089054,Q661619,Q676653,Q474480,P19,P131,P190
Q18788424,Q1575035,Q1468495,Q830325,P175,P527,P136
Q2426092,Q273570,Q3591586,Q1037208,P69,P1454,P527
Q6920050,Q987,Q59155,Q1661243,P131,P6,P69
Q5039018,Q6501864,Q19939,Q444693,P734,P138,P523
Q5529136,Q93338,Q2044,Q1273,P131,P190,P1376
Q18544109,Q82955,Q7163,Q828395,P106,P425,P527
Q6759577,Q1702106,Q11299,Q1373472,P69,P131,P527
Q3283461,Q2476860,Q693194,Q284596,P156,P264,P159
Q3882352,Q1397838,Q980220,Q1143278,P175,P527,P19
Q7258838,Q96,Q66117,Q181157,P17,P150,P610
Q4883886,Q2346838,Q2038939,Q1820684,P131,P47,P150
Q8711253,Q707485,Q5598516,Q746517,P57,P26,P735
Q3083072,Q18426,Q1702920,Q382593,P20,P138,P551
Q7107243,Q622664,Q3526141,Q99,P108,P527,P131
Q7954221,Q1456,Q81506,Q126188,P131,P138,P40
Q23856621,Q827311,Q15727141,Q5146,P735,P460,P407
Q6708897,Q4791794,Q1612,Q1666141,P69,P131,P237
Q7804049,Q3921,Q41262,Q7063612,P19,P190,P194
Q18377837,Q10468,Q858116,Q1471454,P59,P138,P3373
Q7791593,Q145,Q40317,Q130,P17,P832,P2894
Q5237888,Q18057751,Q8229,Q3772237,P735,P282,P2184
Q24061807,Q30,Q248452,Q82708,P17,P47,P140
Q16838072,Q272619,Q2374832,Q6266287,P175,P26,P22
Q6270665,Q337377,Q5890147,Q695411,P54,P112,P20
Q16687622,Q27543,Q1477864,Q5295889,P1716,P127,P355
Q136982,Q2052,Q270474,Q313528,P54,P115,P84
Q126258,Q716,Q45713,Q855270,P527,P138,P1049
Q4637461,Q16,Q20875,Q161167,P17,P35,P3373
Q11993573,Q318385,Q9043,Q178435,P138,P1412,P4132
Q3830009,Q737937,Q866409,Q212819,P54,P115,P466
Q7641489,Q290204,Q37073,Q7749,P175,P136,P144
Q7956091,Q724,Q502581,Q2078053,P131,P150,P36
Q14624392,Q7115636,Q1168491,Q13421990,P1441,P674,P734
Q7963073,Q392,Q463281,Q11299,P175,P463,P131
Q57076,Q488622,Q50618,Q493301,P47,P131,P150
Q2903308,Q927016,Q23792,Q556079,P403,P17,P2184
Q3655466,Q408,Q9240,Q171263,P27,P2936,P4132
Q6943261,Q4308518,Q9458,Q24942527,P735,P138,P460
Q6288686,Q4953814,Q7567317,Q50776,P22,P54,P641
Q8049453,Q2315476,Q2315489,Q4308333,P131,P47,P36
Q5436417,Q5301,Q17457,Q7854957,P1547,P943,P166
Q7822704,Q1202117,Q1142995,Q142,P54,P118,P17
Q4656792,Q4953925,Q130965,Q979026,P50,P69,P112
Q7781489,Q7062902,Q2415656,Q15885810,P735,P1560,P460
Q4685797,Q218,Q322985,Q1167563,P17,P6,P69
Q6960070,Q1040910,Q1861,Q334841,P162,P159,P47
Q3454233,Q191,Q1043527,Q61,P17,P463,P159
Q16195361,Q4927524,Q1459707,Q9035,P735,P460,P407
Q983744,Q806116,Q2721496,Q322132,P69,P112,P166
Q7690287,Q16,Q19771,Q2048185,P17,P463,P1552
Q4771876,Q2802343,Q1860,Q10302194,P155,P407,P3969
Q5904229,Q51,Q182814,Q48525,P30,P92,P2058
Q7449867,Q180475,Q15760,Q1949159,P54,P159,P1376
Q71301,Q557651,Q8536,Q435187,P19,P131,P150
Q30250516,Q8229,Q41670,Q397,P282,P144,P366
Q6622982,Q269949,Q3135456,Q1930784,P360,P1889,P155
Q2287760,Q1588,Q504379,Q2619346,P131,P150,P36
Q5086835,Q84,Q180589,Q6763940,P131,P6,P26
Q5225087,Q937857,Q1381731,Q765734,P106,P3828,P1889
Q7975417,Q408,Q9176,Q625800,P17,P2936,P134
Q3976373,Q3833104,Q52437,Q76925,P161,P20,P706
Q2902355,Q1063493,Q5080850,Q65,P57,P3373,P20
Q6335865,Q506411,Q108143,Q5925,P1408,P131,P47
Q7309822,Q1736480,Q2004138,Q843,P26,P166,P17
Q5004603,Q557550,Q557322,Q1027526,P131,P47,P1889
Q826519,Q1369595,Q829,Q2384499,P276,P131,P194
Q24192721,Q1603,Q496729,Q169549,P131,P150,P138
Q763192,Q8753,Q181369,Q1522873,P138,P802,P166
Q3566247,Q160544,Q122248,Q7130455,P19,P138,P40
Q19461263,Q6117265,Q1227,Q752562,P361,P131,P163
Q7126396,Q16735696,Q35409,Q36602,P171,P105,P361
Q3638888,Q130167,Q482966,Q26631,P20,P47,P131
Q7040307,Q1531085,Q19758662,Q217475,P137,P749,P414
Q6259482,Q49117,Q7791745,Q16428906,P69,P112,P735
Q5224019,Q145,Q19771,Q128529,P17,P463,P112
Q16840587,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q4961586,Q43668,Q915,Q2325327,P551,P190,P17
Q2837858,Q1103168,Q2735785,Q319476,P54,P286,P19
Q5020474,Q30,Q1246,Q1059386,P17,P530,P150
Q18155163,Q30,Q16635,Q5535153,P17,P150,P2633
Q14714645,Q1016131,Q23,Q210602,P131,P138,P607
Q681091,Q4191,Q14572,Q2540080,P20,P47,P131
Q5762423,Q145,Q956699,Q2761,P17,P832,P837
Q6143304,Q677191,Q1476141,Q2720,P735,P460,P1750
Q42310023,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q3656272,Q185125,Q927173,Q109686,P19,P190,P131
Q16980948,Q5372,Q30,Q11881,P641,P495,P6
Q1071944,Q405,Q9128,Q204170,P376,P138,P461
Q19880207,Q1424514,Q502456,Q502404,P19,P131,P47
Q6431411,Q843,Q833,Q827525,P17,P530,P463
Q4834197,Q1355,Q7903,Q1028,P19,P190,P17
Q1757183,Q1522370,Q233309,Q188449,P161,P509,P1995
Q6106617,Q7896780,Q11703,Q6518465,P108,P131,P194
Q1086693,Q17101942,Q168362,Q7487,P166,P138,P802
Q17487732,Q983861,Q115061,Q114843,P19,P131,P47
Q92542,Q559059,Q458294,Q559014,P19,P1001,P159
Q6243732,Q49122,Q49111,Q190005,P69,P276,P190
Q6786591,Q107126,Q10127,Q6940,P131,P190,P421
Q24905787,Q30,Q751738,Q8027,P495,P832,P138
Q2320451,Q22079702,Q4796025,Q2510370,P137,P749,P355
Q16928223,Q278204,Q668,Q83201,P159,P17,P361
Q7894817,Q30,Q512187,Q5440547,P17,P122,P527
Q4852203,Q145,Q40807,Q1606590,P17,P85,P50
Q7588620,Q668,Q56106,Q2774,P17,P832,P837
Q5824,Q2073,Q2143,Q986733,P47,P36,P190
Q6214307,Q983840,Q108106,Q108127,P740,P131,P47
Q17110751,Q515,Q690068,Q21201,P360,P2633,P361
Q89888,Q154804,Q69694,Q209726,P108,P112,P97
Q16820481,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q7567710,Q270102,Q22,Q471148,P641,P495,P2184
Q7402630,Q244322,Q1359170,Q1734,P1344,P527,P641
Q17194284,Q30,Q86591,Q2698,P17,P832,P837
Q1340871,Q1725578,Q693038,Q604714,P131,P150,P47
Q5735370,Q665977,Q1997181,Q538066,P54,P286,P19
Q5828707,Q794,Q165352,Q171714,P17,P150,P36
Q17985890,Q330382,Q430699,Q8229,P161,P735,P282
Q5338846,Q5039154,Q8229,Q3772237,P734,P282,P2184
Q1012602,Q985,Q8170,Q3806,P131,P150,P36
Q4866888,Q145,Q7785,Q3075649,P17,P463,P355
Q3703818,Q34739,Q2749,Q760476,P740,P190,P150
Q16683966,Q27971,Q101730,Q160506,P54,P1344,P131
Q3295567,Q3297867,Q6289279,Q18328013,P156,P175,P735
Q6807758,Q6172631,Q16277345,Q8229,P58,P735,P282
Q1233102,Q17063,Q634740,Q527548,P131,P361,P610
Q7734121,Q1156642,Q838121,Q861578,P750,P166,P910
Q28802738,Q28729355,Q7661100,Q228445,P361,P276,P131
Q6128397,Q1049945,Q7470324,Q38272,P607,P361,P706
Q5344409,Q975,Q17721870,Q49112,P19,P6,P69
Q6917884,Q16559,Q38380,Q1384064,P159,P190,P47
Q26636,Q6608367,Q4810036,Q61,P69,P463,P159
Q4690270,Q7088989,Q12396315,Q58976,P54,P361,P159
Q4852480,Q739,Q13985,Q849859,P17,P150,P36
Q7290269,Q736439,Q95380,Q1117108,P138,P190,P47
Q674642,Q1018,Q399109,Q224,P131,P190,P17
Q3802796,Q51,Q76754,Q951302,P30,P61,P19
Q16857965,Q494203,Q504830,Q2131289,P20,P47,P36
Q88163,Q40,Q5440547,Q1045,P27,P122,P527
Q1152746,Q2736,Q21,Q171117,P641,P495,P163
Q30641908,Q5372,Q30,Q1041,P641,P495,P530
Q2368534,Q336,Q46857,Q3239681,P366,P2283,P527
Q6961838,Q499071,Q1480166,Q6887575,P137,P1454,P461
Q646224,Q43380,Q1288608,Q476921,P449,P112,P509
Q2443215,Q5372,Q30,Q755999,P641,P495,P832
Q2356624,Q5538104,Q668140,Q32515,P22,P20,P131
Q30645361,Q847,Q21,Q48006,P641,P495,P150
Q26251314,Q739,Q230607,Q235190,P27,P150,P36
Q5344677,Q121041,Q421670,Q7255052,P509,P2176,P2175
Q33214,Q3268401,Q1778165,Q6849135,P171,P1889,P527
Q119352,Q29570,Q351372,Q2865050,P176,P112,P3373
Q18110154,Q677037,Q15373,Q48,P131,P150,P30
Q7929413,Q488060,Q499575,Q3028602,P131,P47,P708
Q2869405,Q11299,Q490505,Q26339,P131,P47,P36
Q195365,Q90,Q656902,Q35966,P19,P138,P361
Q28836051,Q28836049,Q28836052,Q26155846,P361,P527,P155
Q18127114,Q668,Q56106,Q2774,P17,P832,P837
Q668861,Q557784,Q8536,Q6931,P190,P131,P36
Q25004954,Q25094807,Q1118332,Q1391,P177,P403,P131
Q29102897,Q972775,Q1645215,Q621549,P161,P119,P131
Q27983610,Q4925623,Q429542,Q7026,P735,P460,P407
Q6685551,Q192860,Q43,Q483083,P20,P17,P150
Q2484524,Q3315550,Q28848,Q168929,P126,P131,P190
Q22696152,Q18589121,Q19361651,Q30767,P155,P527,P1346
Q5651229,Q668,Q48,Q712168,P20,P361,P421
Q5056293,Q82955,Q7163,Q1667082,P106,P425,P527
Q4840719,Q8064393,Q1279146,Q502212,P131,P361,P36
Q6847498,Q361309,Q8229,Q41670,P735,P282,P144
Q3325379,Q912225,Q2836240,Q209443,P54,P488,P19
Q5882449,Q714823,Q3616,Q5123141,P361,P131,P194
Q1317804,Q40,Q252,Q41102,P17,P530,P78
Q6091478,Q520324,Q1798473,Q2342,P175,P735,P1750
Q5470401,Q30,Q35648,Q40348,P17,P6,P106
